"golden_id","tweet_id","conversation_id","customer_message","normalized_message","candidate_intent","source_cluster","conversation_context","annotation_label","annotation_status","annotator","notes","model_name","model_suggested_label","model_confidence","model_reasoning_summary","model_needs_human_review","suggestion_timestamp","suggestion_status"
"gold_048","1001134","conv_AppleSupport_1001134","@115858 if my screen say poor connection does that mean my wifi is messed up or theres? cause i tired of having this argument erry night 😭💯","<USER> if my screen say poor connection does that mean my wifi is messed up or theres? cause i tired of having this argument erry night 😭💯","display_touch_issue","5","@357012 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting advice and clarification on the issue, rather than a specific technical solution.","False","2026-09-12T04:00:53.313321+00:00","success"
"gold_049","537656","conv_AppleSupport_537656","@AppleSupport when will the MacOS Twitter app support the larger character count?","<USER> when will the MacOS Twitter app support the larger character count?","mac_software_issue","7","@164460 We can help get this checked out with you. Just to be on the same page, are you referring to the Twitter app available through the Mac App Store?","","pending_human_review","","","llama3.2:latest","mac_software_issue","0.9","The customer is inquiring about a specific feature update for the MacOS Twitter app, indicating a software-related issue.","False","2026-09-12T04:00:56.037322+00:00","success"
"gold_050","2977194","conv_AppleSupport_2977194","@AppleSupport Looking for some help. Upgraded phone and now cannot turn Bluetooth on/off. Therefore can’t pair watch/upgrade watch. Watch is now rendered useless.","<USER> Looking for some help. Upgraded phone and now cannot turn Bluetooth on/off. Therefore can’t pair watch/upgrade watch. Watch is now rendered useless.","hardware_audio_connection_issue","2","@821076 Thanks for reaching out.  We know how important it is for Bluetooth to work as expected and we'll do everything we can to assist.  Are you trying to turn Bluetooth on and off from Settings or within Control Center?  Let us know in DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","hardware_audio_connection_issue","0.9","Customer reports Bluetooth functionality issue after phone upgrade, which affects watch pairing and functionality.","False","2026-09-12T04:00:58.755482+00:00","success"
"gold_051","2558661","conv_AppleSupport_2558661","@AppleSupport the amount of time I’m being asked to repeatedly sign in to my Apple ID/iCloud on my iPhone seems really abnormal. I’ve also had some really bad iCloud bugs lately. Can you help resolve?","<USER> the amount of time I’m being asked to repeatedly sign in to my Apple ID/iCloud on my iPhone seems really abnormal. I’ve also had some really bad iCloud bugs lately. Can you help resolve?","account_access_issue","4","@572037 Let's take a look into this together. Send us a DM with details of the issues you're noting and when they started. We'll meet you there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is experiencing repeated sign-in requests and iCloud bugs, indicating a potential authentication or account-related issue.","False","2026-09-12T04:18:46.045602+00:00","success"
"gold_052","2177244","conv_AppleSupport_2177244","@AppleSupport 👋, What is the best antivirus for MacBook Pro ?","<USER> 👋, What is the best antivirus for MacBook Pro ?","mac_software_issue","5","@284940 Macs are very well protected against malicious software. This link discusses the technologies built into macOS: https://t.co/xYnOFEGYBg you experiencing an issue with your MacBook Pro?","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general information on antivirus software for MacBook Pro, indicating a need for guidance on available options or potential alternatives.","False","2026-09-12T04:18:53.220037+00:00","success"
"gold_053","690734","conv_AppleSupport_690734","@AppleSupport what’s up with the ridiculously fast battery drain on the new iOS!?! Help us out!!","<USER> what’s up with the ridiculously fast battery drain on the new iOS!?! Help us out!!","battery_power_issue","1","@285037 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain, which is a common issue with new iOS updates.","False","2026-09-12T04:18:55.999170+00:00","success"
"gold_054","1659045","conv_AppleSupport_1659045","@115858 is pissing me off! Whenever EYE try to use that letter that comes after H.... this is what happens. 👉🏼 I️ ..... 😡 WHAT THE FUCK???","<USER> is pissing me off! Whenever EYE try to use that letter that comes after H.... this is what happens. 👉🏼 I️ ..... 😡 WHAT THE FUCK???","general_device_support","0","@506164 Thanks for reaching out. We have a workaround for this here: https://t.co/qODbOsGFo7 DM us if you still need help.","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.9","Customer reports text input anomaly with autocorrect loop, suggesting a problem with predictive text or keyboard interface.","False","2026-09-12T04:18:58.593877+00:00","success"
"gold_055","428370","conv_AppleSupport_428370","@AppleSupport @115858 what have you done to my phone, it is possessed by an IT Satan #iosupdatefail","<USER> <USER> what have you done to my phone, it is possessed by an IT Satan #iosupdatefail","general_device_support","2","@216887 We're here to help. To start, can you describe the issue(s) you're experiencing and what device you're using?","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","The customer is experiencing a failure after an iOS update, indicating a software-related issue.","False","2026-09-12T04:19:01.453878+00:00","success"
"gold_056","1327430","conv_AppleSupport_1327430","Und ich dachte mein MacBook bleibt frei von irgendwelchen Problemen.😑

Liebes @AppleSupport Team, my right speaker made weird sounds once and now the overall volume is lower than the other + there are no more heights in the sound itself anymore. Is it a known problem?","Und ich dachte mein MacBook bleibt frei von irgendwelchen Problemen.😑 Liebes <USER> Team, my right speaker made weird sounds once and now the overall volume is lower than the other + there are no more heights in the sound itself anymore. Is it a known problem?","mac_software_issue","5","@429709 Hello there! We definitely want to make sure we can provide all the support needed to help find a resolution. We'd like to make sure your MacBook speakers are working as expected. Let us know if the steps in the article help: https://t.co/P3L0yCnGzV","","pending_human_review","","","llama3.2:latest","mac_software_issue","0.8","The customer reports a specific issue with their MacBook speaker, including a change in sound quality and volume, which suggests a software-related problem.","False","2026-09-12T04:22:04.118746+00:00","success"
"gold_057","1786534","conv_AppleSupport_1786534","@115858  Updates cause many problems. E.g., I have ""lock sound"" on but it won't make the sound. Ringtone won't work so now I'm missing calls.","<USER> Updates cause many problems. E.g., I have ""lock sound"" on but it won't make the sound. Ringtone won't work so now I'm missing calls.","hardware_audio_connection_issue","6","@536734 We'll be happy to work with you to get things working as expected. Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","Customer reports multiple issues with iOS updates, including lock sound not working and ringtone not functioning, leading to missed calls.","False","2026-09-12T04:22:07.300078+00:00","success"
"gold_058","109050","conv_AppleSupport_109050","@AppleSupport Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","<USER> Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","billing_purchase_issue","4","@140204 That's a great question! No, you don't have to buy your iPhone directly from us. Please take a look at the following article for some guidance on purchasing an AppleCare plan for your device: https://t.co/brpZQUaYqu","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","The customer is seeking general guidance on purchasing an AppleCare plan for their iPhone, rather than a specific product purchase or technical issue.","False","2026-09-12T04:22:10.193934+00:00","success"
"gold_059","2618295","conv_AppleSupport_2618295","@AppleSupport hi, our company has 2 x iPhone 8 pluses &amp; the camera flash doesn’t work on either. Torch is ok but no flash. Solution??","<USER> hi, our company has 2 x iPhone 8 pluses &amp; the camera flash doesn’t work on either. Torch is ok but no flash. Solution??","general_device_support","2","@739937 We're glad to assist on this. What iOS version is running on both devices? Is the flash disabled in the Camera app? Were both of them set up via a common backup?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","The customer is experiencing a camera flash issue on two iPhone 8 Plus devices, with the torch function working but the flash not. This suggests a hardware or display-related problem.","False","2026-09-12T04:22:13.223957+00:00","success"
"gold_060","1619367","conv_AppleSupport_1619367","@AppleSupport hey dudes everytime i️ type the letter ""i️"" a weird symbol comes up. what's up w that","<USER> hey dudes everytime i️ type the letter ""i️"" a weird symbol comes up. what's up w that","keyboard_typing_issue","0","@496410 We've seen the issue you're talking about and we have a workaround for it: https://t.co/xXaXeeSRt9 Did that help?","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.9","The customer reports a text input anomaly with a specific symbol appearing after typing a letter 'i', which is a common issue with predictive text. The suggested label is keyboard_typing_issue as it is a specific type of issue related to text input.","False","2026-09-12T04:22:16.428630+00:00","success"
"gold_061","1547547","conv_AppleSupport_1547547","@AppleSupport I don’t want to have to manually lower the volume","<USER> I don’t want to have to manually lower the volume","hardware_audio_connection_issue","7","@479138 The buttons control the volume for the ringer, and alerts, except when you’re listening to songs, movies, or other media. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking a general solution to a volume control issue, rather than a specific problem with the volume buttons.","False","2026-09-12T04:22:19.850174+00:00","success"
"gold_062","1040150","conv_AppleSupport_1040150","That “awesome” attention to detail &amp; quality control we all love Cook’s @115858 for, still glaringly obvious in latest #ios update. https://t.co/7BMkreYDMs","That “awesome” attention to detail &amp; quality control we all love Cook’s <USER> for, still glaringly obvious in latest #ios update. <URL>","software_update_problem","3","@366085 We're here to help. What's the issue that you're having on your iPad? Once you search, are you unable to scroll down the list?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer mentions a glaring issue with the latest #ios update, implying a problem with scrolling on the iPad screen.","False","2026-09-12T04:22:22.556298+00:00","success"
"gold_063","686566","conv_AppleSupport_686566","@AppleSupport App Store not working for me either","<USER> App Store not working for me either","billing_purchase_issue","5","@283921 We can help. What happens when you try using your App Store?","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.8","Customer reports App Store issue, which may be related to a purchase or subscription problem.","False","2026-09-12T04:22:25.398418+00:00","success"
"gold_064","2118348","conv_AppleSupport_2118348","@AppleSupport please fix this letter “eye” problem!! I️ paid all this money for this phone &amp; I’m still seeing blocks!","<USER> please fix this letter “eye” problem!! I️ paid all this money for this phone &amp; I’m still seeing blocks!","billing_purchase_issue","2","@624297 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.9","Customer reports a visual issue with the phone's display, specifically the letter 'eye' being blocked, and mentions they paid for the phone, implying a hardware or software issue.","False","2026-09-12T04:22:27.884778+00:00","success"
"gold_065","2972519","conv_AppleSupport_2972519","After so many battery problems on my iPad after #ios11, @115858 is losing a customer. Off to buy a @1647 Tab.","After so many battery problems on my iPad after #ios11, <USER> is losing a customer. Off to buy a <USER> Tab.","software_update_problem","3","@819848 If you're running into issues with the battery on your iPad, we'd like to help you out. Please tell us the exact issue(s) your experiencing. Also, please let us know what version of the iOS software you currently have installed. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports battery problems on iPad after iOS 11 update, indicating a power-related issue.","False","2026-09-12T04:22:30.949625+00:00","success"
"gold_066","2013092","conv_AppleSupport_2013092","is anyone else’s shit doing this tooo????? https://t.co/AFkraDlPBP","is anyone else’s shit doing this tooo????? <URL>","general_device_support","7","@595248 We've got an article that can help with this issue: https://t.co/xXaXeeSRt9

Let us know via DM if it continues to happen. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general support and troubleshooting assistance for an unspecified issue, as indicated by the frustrated tone and request for others to experience the same problem.","False","2026-09-12T04:22:33.702248+00:00","success"
"gold_067","1642576","conv_AppleSupport_1642576","Hey @115858 I️ need you to fix this.","Hey <USER> I️ need you to fix this.","general_device_support","0","@502080 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general assistance with a problem, rather than a specific issue with a product or feature.","False","2026-09-12T04:22:36.621883+00:00","success"
"gold_068","666271","conv_AppleSupport_666271","Screen recording is actually useless does anyone have problems with it? @AppleSupport","Screen recording is actually useless does anyone have problems with it? <USER>","display_touch_issue","5","@278732 Screen recording is a great feature that we want you to take full advantage of. What's going on with it? Which device are we using?","","pending_human_review","","","llama3.2:latest","display_touch_issue","0.8","Customer expresses dissatisfaction with screen recording feature, which suggests a display or touchscreen issue.","False","2026-09-12T04:22:39.245595+00:00","success"
"gold_069","1813849","conv_AppleSupport_1813849","@115858 Great products absolutely awful charging leads, am I alone in thinking this ? &amp; they've all been purchased from #Apple 😤","<USER> Great products absolutely awful charging leads, am I alone in thinking this ? &amp; they've all been purchased from #Apple 😤","billing_purchase_issue","4","@544910 The included accessories have the same warranty as the device. Please DM us with your country, and we'll start. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain and charging issues, suggesting a hardware problem with the device.","False","2026-09-12T04:22:41.786326+00:00","success"
"gold_070","1362538","conv_AppleSupport_1362538","@115858 @AppleSupport  is this page ok?! I’m locked out my account! https://t.co/uaZcXh6eF3","<USER> <USER> is this page ok?! I’m locked out my account! <URL>","account_access_issue","7","@437253  We'd love to help identify this. Could you let us know the full link of this? Send us a DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer reports being locked out of their account, indicating an authentication or access issue.","False","2026-09-12T04:22:44.432230+00:00","success"
"gold_071","1299008","conv_AppleSupport_1299008","@AppleSupport So frustrating setting up an appt to come in - signed in w/ login info, can't move on w/o a 2factor authentification","<USER> So frustrating setting up an appt to come in - signed in w/ login info, can't move on w/o a 2factor authentification","account_access_issue","5","@423589 We'll be glad to look into this with you. Please let us know what's going on in a DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to proceed with appointment setup due to 2-factor authentication requirement, indicating an issue with accessing their account.","False","2026-09-12T04:22:47.056722+00:00","success"
"gold_072","1991163","conv_AppleSupport_1991163","@AppleSupport @115858 pleaseeeee fix this! This is annoying me when I type “I️” https://t.co/51p93jnP3m","<USER> <USER> pleaseeeee fix this! This is annoying me when I type “I️” <URL>","keyboard_typing_issue","0","@589290 We're happy to look into this with you! Join us in DM with the iOS version currently installed on your device to get started. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.9","The customer reports a text input anomaly with the character 'I' not being displayed correctly, which is a common issue with the keyboard typing interface.","False","2026-09-12T04:22:49.874189+00:00","success"
"gold_073","2439714","conv_AppleSupport_2439714","@AppleSupport how much is it for an iPhone 7 glass screen? Struggling to find anything and I’m not wanting to book in the repair. Had this modern phone two weeks and it’s shattered off one little fall.  😔 #disappointed","<USER> how much is it for an iPhone 7 glass screen? Struggling to find anything and I’m not wanting to book in the repair. Had this modern phone two weeks and it’s shattered off one little fall. 😔 #disappointed","display_touch_issue","2","@699748 We'd be glad to look into this for you.  Please DM us with what country you reside in and we can get that information for you. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general information about iPhone 7 glass screen repair costs and is hesitant to book a repair, indicating a need for troubleshooting or guidance rather than a specific repair issue.","False","2026-09-12T04:22:52.814921+00:00","success"
"gold_074","641914","conv_AppleSupport_641914","@AppleSupport laptop keeps shutting down during startup, tried a bunch of resets but nothing's working PLS HELP.","<USER> laptop keeps shutting down during startup, tried a bunch of resets but nothing's working PLS HELP.","battery_power_issue","5","@272334 We'd be happy to look into this with you.  Let us know in DM the type of laptop you have and the resets you've tried and we'll continue from there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting assistance and help, rather than a specific software or hardware issue, as they've already tried various resets.","False","2026-09-12T04:22:56.048484+00:00","success"
"gold_075","852952","conv_AppleSupport_852952","@AppleSupport my app store’s not working :(","<USER> my app store’s not working :(","billing_purchase_issue","4","@322620 Can you please provide more details so that we have a better understanding of what's going on? What steps have you tried?","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.8","Customer reports an issue with the App Store, which is a payment platform, suggesting a financial or purchase-related problem.","False","2026-09-12T04:22:58.906151+00:00","success"
"gold_076","2406683","conv_AppleSupport_2406683","@AppleSupport Battery Is Draining Too Much And Phone Is Heating While Using Siri","<USER> Battery Is Draining Too Much And Phone Is Heating While Using Siri","battery_power_issue","1","@692143 We're very happy to look into your battery with you. Please let us know which version of iOS 11 is installed on the affected iPhone. If the version is not iOS 11.1.1, please follow these instructions to update it: https://t.co/oKZOdSPLR1","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain and overheating while using Siri, indicating a hardware or software issue with the battery.","False","2026-09-12T04:24:24.555237+00:00","success"
"gold_077","2686620","conv_AppleSupport_2686620","My phone starting to take fucking forever to charge @115858 what’s good","My phone starting to take fucking forever to charge <USER> what’s good","battery_power_issue","2","@586731 Let's look into this charging issue together. Which iPhone do you have? Are you using the original USB cable and power adapter to charge? How long have you been experiencing this? https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports rapid battery drain, and the conversation context suggests a charging issue, indicating a possible hardware problem with the battery.","False","2026-09-12T04:24:27.313317+00:00","success"
"gold_078","2926508","conv_AppleSupport_2926508","i filmed a vlog but i cant edit it bc my imovie and app store are messed up, y u do this @115858 #help","i filmed a vlog but i cant edit it bc my imovie and app store are messed up, y u do this <USER> #help","billing_purchase_issue","5","@809700 Let's take a look at this together in DM. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.9","Customer reports App Store issues, suggesting a purchase-related problem, despite mentioning iMovie, which is a separate issue.","False","2026-09-12T04:24:30.118359+00:00","success"
"gold_079","2793167","conv_AppleSupport_2793167","@AppleSupport What have you guys done with High Sierra? It has completely bugged out a bunch of programs?! Go back! :) Just needing some help. Thanks","<USER> What have you guys done with High Sierra? It has completely bugged out a bunch of programs?! Go back! :) Just needing some help. Thanks","mac_software_issue","5","@779492 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.9","Customer is seeking general help and support, rather than a specific technical issue, and is frustrated with a past operating system update (High Sierra).","False","2026-09-12T04:24:32.960150+00:00","success"
"gold_080","45573","conv_AppleSupport_45573","@115858 Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong","<USER> Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong","software_update_problem","6","@126090 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?","","pending_human_review","","","llama3.2:latest","software_update_problem","0.9","The customer's issue started after receiving a new update, indicating a possible compatibility or installation issue with the update.","False","2026-09-12T04:24:35.895791+00:00","success"
"gold_081","1062223","conv_AppleSupport_1062223","Is it seriously ₹25,000 to replace screen on iPhones in India @115858","Is it seriously ₹25,000 to replace screen on iPhones in India <USER>","display_touch_issue","2","@370804 Thanks for reaching out. Send us a DM and we'll go over your options there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","billing_purchase_issue","0.9","The customer is inquiring about the cost of a specific service (screen replacement) and is expressing surprise at the price, indicating a potential issue with the billing or pricing.","False","2026-09-12T04:24:38.634881+00:00","success"
"gold_082","2417474","conv_AppleSupport_2417474","@AppleSupport ever since the new update my i7 has been EXTREMELY laggy, when I type the keyboard lags and opening or switching apps, everything lags. Please fix this in a new patch. 
I’m also seeing the question mark box on twitter.","<USER> ever since the new update my i7 has been EXTREMELY laggy, when I type the keyboard lags and opening or switching apps, everything lags. Please fix this in a new patch. I’m also seeing the question mark box on twitter.","software_update_problem","6","@266772 We'd be happy to help. Send us a DM with a few details. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is experiencing multiple symptoms (laggy performance, keyboard lag, app switching lag) and is requesting a fix in a new patch, but the issue is not specific to a single product or feature.","False","2026-09-12T04:24:41.580606+00:00","success"
"gold_083","352636","conv_AppleSupport_352636","@115858 my charger broke","<USER> my charger broke","battery_power_issue","2","@199850 Thanks for reaching out. DM exactly what broke in regards to your charger so we can help. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","hardware_audio_connection_issue","0.9","Customer reports a physical issue with their charger, which is a hardware component, indicating a potential hardware defect or failure.","False","2026-09-12T04:24:44.819629+00:00","success"
"gold_084","2730421","conv_AppleSupport_2730421","Formated and reinstalled MacOS High Sierra by Genius Bar member at Apple Shop but still problem of random key stopped working remains. It's time for Apple to acknowledge issue @AppleSupport even Google search shows many r facing same issue. No solution yet!","Formated and reinstalled MacOS High Sierra by Genius Bar member at Apple Shop but still problem of random key stopped working remains. It's time for Apple to acknowledge issue <USER> even Google search shows many r facing same issue. No solution yet!","mac_software_issue","5","@765490 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","mac_software_issue","0.9","The customer reports a problem with MacOS High Sierra that persists after a Genius Bar member's attempt to resolve it, indicating a software-related issue.","False","2026-09-12T04:24:47.488286+00:00","success"
"gold_085","1762070","conv_AppleSupport_1762070","why does WiFi turn on by itself when I turn it off manually it’s annoying @AppleSupport","why does WiFi turn on by itself when I turn it off manually it’s annoying <USER>","hardware_audio_connection_issue","5","@495883 That's a great question! iOS 11 did change how Wi-Fi and Bluetooth controls work. Check out this link. https://t.co/G7BHuQnDS6","","pending_human_review","","","llama3.2:latest","hardware_audio_connection_issue","0.8","Customer reports WiFi turning on by itself, which suggests a hardware issue with the device's Wi-Fi control.","False","2026-09-12T04:24:50.581132+00:00","success"
"gold_086","2593221","conv_AppleSupport_2593221","@AppleSupport my MacBook Air has the dreaded spinning beach ball. Help please.","<USER> my MacBook Air has the dreaded spinning beach ball. Help please.","mac_software_issue","5","@734392 Thanks for reaching out. We'd like to help. Are you able to force quit the app this issue occurred in? This article has the steps to help: https://t.co/W0vgF3uI0f Let us know and we'll continue to assist.","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","The customer is seeking general help and troubleshooting assistance, as indicated by the request for 'Help please.' The conversation context suggests a support inquiry rather than a specific software or hardware issue.","False","2026-09-12T04:24:53.270725+00:00","success"
"gold_087","617175","conv_AppleSupport_617175","@115858 bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit","<USER> bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit","mac_software_issue","5","@266430 That's certainly not the experience we want you to have when purchasing any of our Apple devices. Please send us a DM and tell us what's going on with the MacBook Pro so we can look into this further. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general support and assistance with their MacBook Pro issue, including a possible warranty claim and exchange process, rather than a specific technical problem.","False","2026-09-12T04:24:56.348352+00:00","success"
"gold_088","2420774","conv_AppleSupport_2420774","@AppleSupport my  2 iPhones  will not connect to the internet via WiFi yet my iPad will??","<USER> my 2 iPhones will not connect to the internet via WiFi yet my iPad will??","hardware_audio_connection_issue","4","@695383 Let's look into this together. What happens when you attempt to connect to Wi-Fi? How long have you been experiencing it?","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting assistance for WiFi connectivity issues on multiple devices, including iPhones and an iPad.","False","2026-09-12T04:24:59.355393+00:00","success"
"gold_089","668546","conv_AppleSupport_668546","@115858 why the fuck is my wifi on AGAIN ?","<USER> why the fuck is my wifi on AGAIN ?","hardware_audio_connection_issue","5","@279408  Did you turn off your Wi-Fi using the Settings app or the Control Center? DM us and let us know. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general troubleshooting assistance for a recurring issue with their Wi-Fi, rather than a specific technical problem.","False","2026-09-12T04:25:02.053982+00:00","success"
"gold_090","1276376","conv_AppleSupport_1276376","@115858 @AppleSupport @34173 11 charger sucks 12 hours does not last iphone 7","<USER> <USER> <USER> 11 charger sucks 12 hours does not last iphone 7","battery_power_issue","1","@418765 Let's help improve that performance. Check out the recommendations shown here: https://t.co/bivpdfBNJ6 and keep us posted.","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports that the charger does not last 12 hours, implying a battery power issue with the iPhone 7.","False","2026-09-12T04:25:04.799989+00:00","success"
"gold_091","2595487","conv_AppleSupport_2595487","The new iPhone update is making the Bluetooth in my car glitch. @115858  gimme my coins","The new iPhone update is making the Bluetooth in my car glitch. <USER> gimme my coins","hardware_audio_connection_issue","2","@734916 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","hardware_audio_connection_issue","0.9","The customer reports a Bluetooth issue with their car, which is a hardware-related problem, and mentions a new iPhone update, which suggests a software component of the issue.","False","2026-09-12T04:25:07.522335+00:00","success"
"gold_092","958885","conv_AppleSupport_958885","@AppleSupport my iPhone 7 keeps overheating. Moreso when it’s charging! What on Earth is going on?","<USER> my iPhone 7 keeps overheating. Moreso when it’s charging! What on Earth is going on?","battery_power_issue","2","@280467 We're here for you. When you use the device or charge the battery, the device might get warm. https://t.co/otCvUAaFQq","","pending_human_review","","","llama3.2:latest","battery_power_issue","0.9","Customer reports overheating issue, especially when charging, which is a common symptom of battery power issues.","False","2026-09-12T04:25:10.576037+00:00","success"
"gold_093","2676549","conv_AppleSupport_2676549","Out of the blue my 2016 MacBook won’t turn on and this is really an unexpected roadblock @115858","Out of the blue my 2016 MacBook won’t turn on and this is really an unexpected roadblock <USER>","mac_software_issue","5","@753324 We're here for you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","general_device_support","0.8","Customer is seeking general assistance and troubleshooting for their MacBook, as they are unable to turn it on and are looking for next steps.","False","2026-09-12T04:25:13.322971+00:00","success"
"gold_094","2040486","conv_AppleSupport_2040486","@AppleSupport I got a new e-mail address a long time ago, and i have never been able to change it for to my Apple id","<USER> I got a new e-mail address a long time ago, and i have never been able to change it for to my Apple id","account_access_issue","4","@140191 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is unable to update their email address associated with their Apple ID, indicating an issue with account access.","False","2026-09-12T04:25:16.288268+00:00","success"
"gold_095","2343723","conv_AppleSupport_2343723","@AppleSupport why is my iphone activation locked to someone else’s email address when I purchased the phone from new from one of your stores?
Was it used when I bought it as new? And why do I have to wait 48 hours for it to be unlocked? @194772","<USER> why is my iphone activation locked to someone else’s email address when I purchased the phone from new from one of your stores? Was it used when I bought it as new? And why do I have to wait 48 hours for it to be unlocked? <USER>","account_access_issue","4","@677831 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2","","pending_human_review","","","llama3.2:latest","account_access_issue","0.9","Customer is experiencing activation lock issue with their iPhone, which is related to their Apple ID account, and is seeking assistance with unlocking their device.","False","2026-09-12T04:25:19.081178+00:00","success"
"gold_096","1671967","conv_AppleSupport_1671967","@AppleSupport please explain this “A ?” coming up instead of the letter I. Fix it. Thanks.","<USER> please explain this “A ?” coming up instead of the letter I. Fix it. Thanks.","keyboard_typing_issue","0","@508892 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending_human_review","","","llama3.2:latest","keyboard_typing_issue","0.9","The customer is experiencing a text input anomaly with the 'A ?' autocorrect issue, which suggests a problem with the keyboard's predictive text functionality.","False","2026-09-12T04:28:16.130772+00:00","success"
