"golden_id","tweet_id","conversation_id","customer_message","normalized_message","candidate_intent","source_cluster","conversation_context","annotation_label","annotation_status","annotator","notes"
"gold_073","2439714","conv_AppleSupport_2439714","@AppleSupport how much is it for an iPhone 7 glass screen? Struggling to find anything and I’m not wanting to book in the repair. Had this modern phone two weeks and it’s shattered off one little fall.  😔 #disappointed","<USER> how much is it for an iPhone 7 glass screen? Struggling to find anything and I’m not wanting to book in the repair. Had this modern phone two weeks and it’s shattered off one little fall. 😔 #disappointed","display_touch_issue",2,"@699748 We'd be glad to look into this for you.  Please DM us with what country you reside in and we can get that information for you. https://t.co/GDrqU22YpT","","pending","",""
"gold_074","641914","conv_AppleSupport_641914","@AppleSupport laptop keeps shutting down during startup, tried a bunch of resets but nothing's working PLS HELP.","<USER> laptop keeps shutting down during startup, tried a bunch of resets but nothing's working PLS HELP.","battery_power_issue",5,"@272334 We'd be happy to look into this with you.  Let us know in DM the type of laptop you have and the resets you've tried and we'll continue from there. https://t.co/GDrqU22YpT","","pending","",""
"gold_075","852952","conv_AppleSupport_852952","@AppleSupport my app store’s not working :(","<USER> my app store’s not working :(","billing_purchase_issue",4,"@322620 Can you please provide more details so that we have a better understanding of what's going on? What steps have you tried?","","pending","",""
"gold_076","2406683","conv_AppleSupport_2406683","@AppleSupport Battery Is Draining Too Much And Phone Is Heating While Using Siri","<USER> Battery Is Draining Too Much And Phone Is Heating While Using Siri","battery_power_issue",1,"@692143 We're very happy to look into your battery with you. Please let us know which version of iOS 11 is installed on the affected iPhone. If the version is not iOS 11.1.1, please follow these instructions to update it: https://t.co/oKZOdSPLR1","","pending","",""
"gold_077","2686620","conv_AppleSupport_2686620","My phone starting to take fucking forever to charge @115858 what’s good","My phone starting to take fucking forever to charge <USER> what’s good","battery_power_issue",2,"@586731 Let's look into this charging issue together. Which iPhone do you have? Are you using the original USB cable and power adapter to charge? How long have you been experiencing this? https://t.co/GDrqU22YpT","","pending","",""
"gold_078","2926508","conv_AppleSupport_2926508","i filmed a vlog but i cant edit it bc my imovie and app store are messed up, y u do this @115858 #help","i filmed a vlog but i cant edit it bc my imovie and app store are messed up, y u do this <USER> #help","billing_purchase_issue",5,"@809700 Let's take a look at this together in DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_079","2793167","conv_AppleSupport_2793167","@AppleSupport What have you guys done with High Sierra? It has completely bugged out a bunch of programs?! Go back! :) Just needing some help. Thanks","<USER> What have you guys done with High Sierra? It has completely bugged out a bunch of programs?! Go back! :) Just needing some help. Thanks","mac_software_issue",5,"@779492 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT","","pending","",""
"gold_080","45573","conv_AppleSupport_45573","@115858 Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong","<USER> Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong","software_update_problem",6,"@126090 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?","","pending","",""
"gold_081","1062223","conv_AppleSupport_1062223","Is it seriously ₹25,000 to replace screen on iPhones in India @115858","Is it seriously ₹25,000 to replace screen on iPhones in India <USER>","display_touch_issue",2,"@370804 Thanks for reaching out. Send us a DM and we'll go over your options there. https://t.co/GDrqU22YpT","","pending","",""
"gold_082","2417474","conv_AppleSupport_2417474","@AppleSupport ever since the new update my i7 has been EXTREMELY laggy, when I type the keyboard lags and opening or switching apps, everything lags. Please fix this in a new patch. 
I’m also seeing the question mark box on twitter.","<USER> ever since the new update my i7 has been EXTREMELY laggy, when I type the keyboard lags and opening or switching apps, everything lags. Please fix this in a new patch. I’m also seeing the question mark box on twitter.","software_update_problem",6,"@266772 We'd be happy to help. Send us a DM with a few details. https://t.co/GDrqU22YpT","","pending","",""
"gold_083","352636","conv_AppleSupport_352636","@115858 my charger broke","<USER> my charger broke","battery_power_issue",2,"@199850 Thanks for reaching out. DM exactly what broke in regards to your charger so we can help. https://t.co/GDrqU22YpT","","pending","",""
"gold_084","2730421","conv_AppleSupport_2730421","Formated and reinstalled MacOS High Sierra by Genius Bar member at Apple Shop but still problem of random key stopped working remains. It's time for Apple to acknowledge issue @AppleSupport even Google search shows many r facing same issue. No solution yet!","Formated and reinstalled MacOS High Sierra by Genius Bar member at Apple Shop but still problem of random key stopped working remains. It's time for Apple to acknowledge issue <USER> even Google search shows many r facing same issue. No solution yet!","mac_software_issue",5,"@765490 We want to help. DM us and we'll continue there. https://t.co/GDrqU22YpT","","pending","",""
"gold_085","1762070","conv_AppleSupport_1762070","why does WiFi turn on by itself when I turn it off manually it’s annoying @AppleSupport","why does WiFi turn on by itself when I turn it off manually it’s annoying <USER>","hardware_audio_connection_issue",5,"@495883 That's a great question! iOS 11 did change how Wi-Fi and Bluetooth controls work. Check out this link. https://t.co/G7BHuQnDS6","","pending","",""
"gold_086","2593221","conv_AppleSupport_2593221","@AppleSupport my MacBook Air has the dreaded spinning beach ball. Help please.","<USER> my MacBook Air has the dreaded spinning beach ball. Help please.","mac_software_issue",5,"@734392 Thanks for reaching out. We'd like to help. Are you able to force quit the app this issue occurred in? This article has the steps to help: https://t.co/W0vgF3uI0f Let us know and we'll continue to assist.","","pending","",""
"gold_087","617175","conv_AppleSupport_617175","@115858 bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit","<USER> bought a MacBook Pro 6 weeks ago. It was faulty straight out of the box. Just had it exchanged and the new one is also faulty. Shit","mac_software_issue",5,"@266430 That's certainly not the experience we want you to have when purchasing any of our Apple devices. Please send us a DM and tell us what's going on with the MacBook Pro so we can look into this further. https://t.co/GDrqU22YpT","","pending","",""
"gold_088","2420774","conv_AppleSupport_2420774","@AppleSupport my  2 iPhones  will not connect to the internet via WiFi yet my iPad will??","<USER> my 2 iPhones will not connect to the internet via WiFi yet my iPad will??","hardware_audio_connection_issue",4,"@695383 Let's look into this together. What happens when you attempt to connect to Wi-Fi? How long have you been experiencing it?","","pending","",""
"gold_089","668546","conv_AppleSupport_668546","@115858 why the fuck is my wifi on AGAIN ?","<USER> why the fuck is my wifi on AGAIN ?","hardware_audio_connection_issue",5,"@279408  Did you turn off your Wi-Fi using the Settings app or the Control Center? DM us and let us know. https://t.co/GDrqU22YpT","","pending","",""
"gold_090","1276376","conv_AppleSupport_1276376","@115858 @AppleSupport @34173 11 charger sucks 12 hours does not last iphone 7","<USER> <USER> <USER> 11 charger sucks 12 hours does not last iphone 7","battery_power_issue",1,"@418765 Let's help improve that performance. Check out the recommendations shown here: https://t.co/bivpdfBNJ6 and keep us posted.","","pending","",""
"gold_091","2595487","conv_AppleSupport_2595487","The new iPhone update is making the Bluetooth in my car glitch. @115858  gimme my coins","The new iPhone update is making the Bluetooth in my car glitch. <USER> gimme my coins","hardware_audio_connection_issue",2,"@734916 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT","","pending","",""
"gold_092","958885","conv_AppleSupport_958885","@AppleSupport my iPhone 7 keeps overheating. Moreso when it’s charging! What on Earth is going on?","<USER> my iPhone 7 keeps overheating. Moreso when it’s charging! What on Earth is going on?","battery_power_issue",2,"@280467 We're here for you. When you use the device or charge the battery, the device might get warm. https://t.co/otCvUAaFQq","","pending","",""
"gold_093","2676549","conv_AppleSupport_2676549","Out of the blue my 2016 MacBook won’t turn on and this is really an unexpected roadblock @115858","Out of the blue my 2016 MacBook won’t turn on and this is really an unexpected roadblock <USER>","mac_software_issue",5,"@753324 We're here for you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT","","pending","",""
"gold_094","2040486","conv_AppleSupport_2040486","@AppleSupport I got a new e-mail address a long time ago, and i have never been able to change it for to my Apple id","<USER> I got a new e-mail address a long time ago, and i have never been able to change it for to my Apple id","account_access_issue",4,"@140191 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT","","pending","",""
"gold_095","2343723","conv_AppleSupport_2343723","@AppleSupport why is my iphone activation locked to someone else’s email address when I purchased the phone from new from one of your stores?
Was it used when I bought it as new? And why do I have to wait 48 hours for it to be unlocked? @194772","<USER> why is my iphone activation locked to someone else’s email address when I purchased the phone from new from one of your stores? Was it used when I bought it as new? And why do I have to wait 48 hours for it to be unlocked? <USER>","account_access_issue",4,"@677831 That is certainly not the experience that we wanted you to have with your Apple ID, and we are going to do everything we can to help you. When you have a free moment, please contact our Apple ID account specialists here for support: https://t.co/UJm15vmMM2","","pending","",""
"gold_096","1671967","conv_AppleSupport_1671967","@AppleSupport please explain this “A ?” coming up instead of the letter I. Fix it. Thanks.","<USER> please explain this “A ?” coming up instead of the letter I. Fix it. Thanks.","keyboard_typing_issue",0,"@508892 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9","","pending","",""
"gold_097","2850886","conv_AppleSupport_2850886","My phone is malfunctioning. My texts are coming in, but I’m not getting the notification and it’s going to the bottom of my messages @AppleSupport","My phone is malfunctioning. My texts are coming in, but I’m not getting the notification and it’s going to the bottom of my messages <USER>","general_device_support",2,"@792704 That's not expected behavior. We know how important it is to be notified when you receive a message. Let's see what we can do to get you a resolution. Let us know in DM if restarting your device helps. Also, let us know what iOS you are running. https://t.co/GDrqU22YpT","","pending","",""
"gold_098","2151195","conv_AppleSupport_2151195","@AppleSupport Hey! What does this mean? It's a new screen for me. https://t.co/0w1NPRJpJc","<USER> Hey! What does this mean? It's a new screen for me. <URL>","display_touch_issue",7,"@632203 We'd love to look into this with you. Are you restoring your iPhone from a back up? Click here and let us know in DM: https://t.co/GDrqU22YpT","","pending","",""
"gold_099","869926","conv_AppleSupport_869926","@AppleSupport help i forgot my restrictions passcode","<USER> help i forgot my restrictions passcode","account_access_issue",7,"@326565 We've got some great steps to help with this issue. You can find these at the bottom of this article: https://t.co/ZOXnGWrbMf","","pending","",""
"gold_100","245243","conv_AppleSupport_245243","Yo how do you turn off auto brightness with this stupid ass update???? @115858","Yo how do you turn off auto brightness with this stupid ass update???? <USER>","software_update_problem",5,"@174222 We've got steps for that here: https://t.co/bkqEVCrK2l Let us know if you have questions in DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_101","447411","conv_AppleSupport_447411","@AppleSupport recently upgraded ‘my media manager’ app by Mo Wellin &amp; can no longer access with password as app has completely changed. There are many important photos that I’m hoping are not lost. Have emailed the app maker. #helpplease","<USER> recently upgraded ‘my media manager’ app by Mo Wellin &amp; can no longer access with password as app has completely changed. There are many important photos that I’m hoping are not lost. Have emailed the app maker. #helpplease","account_access_issue",5,"@220970 Which device is this app for? Were these photos taken from your device? If so, have you checked https://t.co/tmRhWEkIq4 from a computer, to see if they are there?","","pending","",""
"gold_102","2495499","conv_AppleSupport_2495499","Can @115948 or @115858 please fix the music app ...ever since the update .. I can’t pause music without going to app🙄 #sos","Can <USER> or <USER> please fix the music app ...ever since the update .. I can’t pause music without going to app🙄 #sos","software_update_problem",5,"@712218 Let's take a look together. Can you send us a screenshot of what you're seeing?","","pending","",""
"gold_103","2285339","conv_AppleSupport_2285339","@AppleSupport so my iPhone crashes touch seems to stop working altho I can access wifi menu etc Ask apple the issue they tell me my phone screen needs replaced - get new phone and same issue happens is this a problem with iOS or the 8?","<USER> so my iPhone crashes touch seems to stop working altho I can access wifi menu etc Ask apple the issue they tell me my phone screen needs replaced - get new phone and same issue happens is this a problem with iOS or the 8?","display_touch_issue",2,"@664100 Let's take a closer look at this issue together. Please DM us about this and we'll get started. https://t.co/GDrqU22YpT","","pending","",""
"gold_104","435818","conv_AppleSupport_435818","@AppleSupport why aren’t my apps downloading??? I’ve tried with and without WiFi...","<USER> why aren’t my apps downloading??? I’ve tried with and without WiFi...","hardware_audio_connection_issue",5,"@218522 Let's work on getting your apps downloaded. What happens when you try to install an app? Is there an error message?","","pending","",""
"gold_105","2818829","conv_AppleSupport_2818829","@AppleSupport hey guys just curious - why aren’t iOS app updates automatic? Seems pretty clear here, no? Yet I manually have to check and click Update All daily... https://t.co/jFgs9KRl9U","<USER> hey guys just curious - why aren’t iOS app updates automatic? Seems pretty clear here, no? Yet I manually have to check and click Update All daily... <URL>","software_update_problem",6,"@375691 We can see why the updates aren't pushed automatically. Does iOS 11.1.1 show in Settings &gt; General &gt; About? Does this occur with specific apps? Are you constantly connected to a Wi-Fi network? Let us know in DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_106","1673607","conv_AppleSupport_1673607","@AppleSupport i can’t turn on my WiFi on my iPhone 7","<USER> i can’t turn on my WiFi on my iPhone 7","hardware_audio_connection_issue",2,"@509268 We'll be glad to assist. Is Wi-Fi grayed out in the settings? Are you getting an error message?","","pending","",""
"gold_107","1834648","conv_AppleSupport_1834648","@AppleSupport Come on @115858 can’t believe all the issues with .3! Drops WiFi and BT randomly, Battery life sucks &amp; locks up landscape! 7+","<USER> Come on <USER> can’t believe all the issues with .3! Drops WiFi and BT randomly, Battery life sucks &amp; locks up landscape! 7+","battery_power_issue",1,"@550261 We'd like to look into these issues with you. Let us know when you installed this last update via DM. We'll go from there. https://t.co/GDrqU22YpT","","pending","",""
"gold_108","2964142","conv_AppleSupport_2964142","@AppleSupport Just wondering two things:

1 - Why are movies that I *DIDN’T* purchase showing up in my iTunes?

2 - Why do I now have duplicates of movies that I *DID* purchase?

Please help.","<USER> Just wondering two things: 1 - Why are movies that I *DIDN’T* purchase showing up in my iTunes? 2 - Why do I now have duplicates of movies that I *DID* purchase? Please help.","billing_purchase_issue",4,"@817853 Thanks for reaching out. We'd be happy to help. Which device are you seeing these duplicates and movies you haven't purchased?","","pending","",""
"gold_109","1912932","conv_AppleSupport_1912932","Can’t turn off WiFi from control center? New @115858 iOS is garbage. Who knows how to roll back to the good one?","Can’t turn off WiFi from control center? New <USER> iOS is garbage. Who knows how to roll back to the good one?","hardware_audio_connection_issue",3,"@569808 We can assist you. The following guide details how Wi-Fi and Bluetooth function with Control Center: https://t.co/G7BHuQnDS6","","pending","",""
"gold_110","2925617","conv_AppleSupport_2925617","Dear @AppleSupport need help with Apple ID....again.","Dear <USER> need help with Apple ID....again.","account_access_issue",4,"@549555 Let's look into this for you. What are you experiencing with your Apple ID? Let us know in DM. https://t.co/GDrqU22YpT","","pending","",""
"gold_111","2758228","conv_AppleSupport_2758228","Dear @115858 this is so stupid.  I am in my house and my own wifi won’t connect.     It says I put in the wrong password.  It should automatically connect anyways.  Frig.  @AppleSupport https://t.co/AqzUMsVN8H","Dear <USER> this is so stupid. I am in my house and my own wifi won’t connect. It says I put in the wrong password. It should automatically connect anyways. Frig. <USER> <URL>","account_access_issue",5,"@771857 We'd like to help with your Wi-Fi! Please send us a DM, and we'll continue there. https://t.co/GDrqU22YpT","","pending","",""
"gold_112","1640209","conv_AppleSupport_1640209","@AppleSupport if I want to trade in my iPhone which still has AppleCare+ can I get a refund for that or do I have to just give it up?","<USER> if I want to trade in my iPhone which still has AppleCare+ can I get a refund for that or do I have to just give it up?","billing_purchase_issue",4,"@161626 Thanks for reaching out. This article has more details on requesting a refund: https://t.co/ep4XDv2ien","","pending","",""
"gold_113","851231","conv_AppleSupport_851231","@AppleSupport my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON","<USER> my phone has been charging for 3.5 HOURS and Is only at 19% WHAT IS GOING ON","battery_power_issue",2,"@322212 We want you to be able to fully charge your iPhone, Have you tried to restart it since this started to occur?","","pending","",""
"gold_114","1175528","conv_AppleSupport_1175528","@AppleSupport my new MacBook is not allowing my £90 dongle to work it says this usb disabled can u help me please ? https://t.co/z7MZ1EbCAn","<USER> my new MacBook is not allowing my £90 dongle to work it says this usb disabled can u help me please ? <URL>","mac_software_issue",5,"@396525 We'd be happy to assist with your Mac today. Send us a DM to get started. https://t.co/GDrqU22YpT","","pending","",""
"gold_115","2019453","conv_AppleSupport_2019453","@AppleSupport Please for heaven sake, since newest update the voice to text is horrible and texting is horrible","<USER> Please for heaven sake, since newest update the voice to text is horrible and texting is horrible","software_update_problem",0,"@149760 We'd like to help.  DM us the device and OS version with the voice to text and texting issues you're experiencing as well. https://t.co/GDrqU22YpT","","pending","",""
"gold_116","290128","conv_AppleSupport_290128","@115858 the latest Apple update is an absolute disgrace my ipad is constantly freezing having to be rebooted every 30 seconds ! Wtf !!!","<USER> the latest Apple update is an absolute disgrace my ipad is constantly freezing having to be rebooted every 30 seconds ! Wtf !!!","software_update_problem",6,"@185112 We're here to help. Let's gather some details to work towards a resolution. When did you install the update? Go on and DM us. https://t.co/GDrqU22YpT","","pending","",""
"gold_117","1068848","conv_AppleSupport_1068848","If I could turn auto brightness off and also not have my Bluetooth automatically turn on everytime I start my car that would be nice @115858","If I could turn auto brightness off and also not have my Bluetooth automatically turn on everytime I start my car that would be nice <USER>","hardware_audio_connection_issue",5,"@372233 We can certainly help you with Bluetooth and Auto-Brightness. Which iOS version are you running?","","pending","",""
"gold_118","2958692","conv_AppleSupport_2958692","Why does my iPhone go from 65% to 12% charge in less than 5 min? 😫 @115858 @AppleSupport","Why does my iPhone go from 65% to 12% charge in less than 5 min? 😫 <USER> <USER>","battery_power_issue",1,"@816596 We'd be happy to look into this with you more in detail.  Let us know in DM the devide you're using and what version of iOS. https://t.co/GDrqU22YpT","","pending","",""
"gold_119","751635","conv_AppleSupport_751635","#Siri. Hate new voice seems to works less well. Sounds like a teenager. @115858 @AppleSupport   Options?  Multiple selection.","#Siri. Hate new voice seems to works less well. Sounds like a teenager. <USER> <USER> Options? Multiple selection.","general_device_support",0,"@299645 We'd like to help. Tap Settings &gt; Siri &amp; Search &gt; Siri Voice to change. Feedback can be left here: https://t.co/aXEtn6UIwx","","pending","",""
"gold_120","1489604","conv_AppleSupport_1489604","Will I lose everything on my phone if I make a new Apple ID? 
@AppleSupport","Will I lose everything on my phone if I make a new Apple ID? <USER>","account_access_issue",4,"@465980 Great question! Help is here. Any purchases made on your previous Apple ID will not be accessible through the new Apple ID.","","pending","",""
"gold_121","2360371","conv_AppleSupport_2360371","@AppleSupport How do I get to the Chat support for Apple Support? I need to leave a feedback for an app, but it's now impossible to do now that the App Store is no longer part of iTunes. Without this feature, some flawed games may go away unscathed.","<USER> How do I get to the Chat support for Apple Support? I need to leave a feedback for an app, but it's now impossible to do now that the App Store is no longer part of iTunes. Without this feature, some flawed games may go away unscathed.","billing_purchase_issue",4,"@681646 We're happy to help you with this. Let's meet up in DM and work together. https://t.co/GDrqU22YpT","","pending","",""
"gold_122","1925182","conv_AppleSupport_1925182","@AppleSupport Hi, how can I stop my MacBook installing public betas for high sierra?","<USER> Hi, how can I stop my MacBook installing public betas for high sierra?","mac_software_issue",5,"@171394 We’ve got you covered. Check out this guide and send a DM if you have questions: https://t.co/4Xnb7WjVko https://t.co/GDrqU22YpT","","pending","",""
"gold_123","391224","conv_AppleSupport_391224","It's hard to destroy the #thundercats when my #iphone6 keeps running out of battery. @AppleSupport any tips?","It's hard to destroy the #thundercats when my #iphone6 keeps running out of battery. <USER> any tips?","battery_power_issue",2,"@208633 We'd love to work together on this with you. Meet us in DM to get started: https://t.co/GDrqU22YpT","","pending","",""
"gold_124","1525130","conv_AppleSupport_1525130","What is up @115858 @AppleSupport with the letter I looking like this 👉🏼 I️  on my IPhone","What is up <USER> <USER> with the letter I looking like this 👉🏼 I️ on my IPhone","keyboard_typing_issue",0,"@473728 Hey there, can you send us a quick DM using the link below? We'll be happy to look into that with you. https://t.co/GDrqU22YpT","","pending","",""
"gold_125","2146542","conv_AppleSupport_2146542","Dear @115858 Please fix the podcast app. I miss knowing which archived episodes I haven't listened to and when the home screen display was accurate and functioning.","Dear <USER> Please fix the podcast app. I miss knowing which archived episodes I haven't listened to and when the home screen display was accurate and functioning.","display_touch_issue",5,"@630999 We'd be happy to help with your device not working as expected. Can you tell us more in DM? https://t.co/GDrqU22YpT","","pending","",""
"gold_126","1534998","conv_AppleSupport_1534998","When I AirPlay I only hear audio - no video @AppleSupport. I have had my Apple TV 3 weeks &amp; have had nothing but trouble 😡😡😡😡","When I AirPlay I only hear audio - no video <USER>. I have had my Apple TV 3 weeks &amp; have had nothing but trouble 😡😡😡😡","hardware_audio_connection_issue",5,"@351367 We want your Apple TV to work as expected. Reach out to us directly with this link for help with this. https://t.co/IBIY3vMgPj","","pending","",""
"gold_127","1720831","conv_AppleSupport_1720831","@AppleSupport Updated my phone with the new IOS two hours ago, phone refuses to charge ever since ?  Massive battery problems","<USER> Updated my phone with the new IOS two hours ago, phone refuses to charge ever since ? Massive battery problems","battery_power_issue",1,"@520810 We understand how important it is to be able to charge your iPhone. DM us and let us know your iPhone model. https://t.co/GDrqU22YpT","","pending","",""
"gold_128","2341925","conv_AppleSupport_2341925","hey @115858 can u fix IOS","hey <USER> can u fix IOS","general_device_support",3,"@677414 We're here for you. What's happening with your iOS device? Tell us more about the issues you've been experiencing with us in a DM: https://t.co/GDrqU22YpT","","pending","",""
"gold_129","668569","conv_AppleSupport_668569","Yo @115858 why can’t I change my password for the stupid Apple ID. HELP","Yo <USER> why can’t I change my password for the stupid Apple ID. HELP","account_access_issue",4,"@279418 Help is on the way. Send us a DM to get started. https://t.co/GDrqU22YpT","","pending","",""
"gold_130","2867896","conv_AppleSupport_2867896","I updated my phone and i still see the boxes with ? 🤬🤬🤬🤬🤬🤬😭😭 i officially HATE #APPLE you pay all this money for trash @AppleSupport","I updated my phone and i still see the boxes with ? 🤬🤬🤬🤬🤬🤬😭😭 i officially HATE #APPLE you pay all this money for trash <USER>","billing_purchase_issue",4,"@631383 Let’s work together on this behavior. To verify, is this happening in your new posts and messages? Or are you seeing those unexpected characters in posts and messages from other individuals? Let us know via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT","","pending","",""
"gold_131","2179486","conv_AppleSupport_2179486","Still getting NO messages from ANYBODY in ANY 4mat on my phoneeee whats good @115858 ?? What happened??? Did i du something WRONG? 🤔😱😎😇","Still getting NO messages from ANYBODY in ANY 4mat on my phoneeee whats good <USER> ?? What happened??? Did i du something WRONG? 🤔😱😎😇","general_device_support",2,"@638711 Hey there! This is certainly not the experience we want you to have. You're in great hands for support. DM us which iPhone and iOS version you're using. Use this link to check for the iOS version: https://t.co/ZTw54HL4Rm We look forward to your response. https://t.co/GDrqU22YpT","","pending","",""
"gold_132","2961386","conv_AppleSupport_2961386","So I have my shiny brand new @115858 MacBook and I can’t use it because it refuses to connect to my internet 😭 @AppleSupport Help me please","So I have my shiny brand new <USER> MacBook and I can’t use it because it refuses to connect to my internet 😭 <USER> Help me please","mac_software_issue",5,"@649813 We want to help you with your brand new MacBook so it will connect to your internet. That's not a fun way to start off your new computer. Is it just your home network that it won't connect to? Does it recognize your network but can't connect?","","pending","",""
"gold_133","484577","conv_AppleSupport_484577","@AppleSupport I have two problems. First of all, my ipad deleted songs that I paid for and if I go into iTunes it says purchased but won't -","<USER> I have two problems. First of all, my ipad deleted songs that I paid for and if I go into iTunes it says purchased but won't -","billing_purchase_issue",4,"@230316 Hey, we can address both concerns. First, let's look into what's going on with those songs. We want you to enjoy the songs that you've paid for. Can you check to make sure they're not hidden? This link will show you how to check: https://t.co/jjLUETEY0J","","pending","",""
"gold_134","2301938","conv_AppleSupport_2301938","@AppleSupport Not impressed with #ios11.1.1 Due to poor eyesight I increase text size slightly so I can read texts but all other text is now FAR too big I can’t see everything on screen. Why have you increased text size in everything other than texts? Makes no sense.","<USER> Not impressed with #ios11.1.1 Due to poor eyesight I increase text size slightly so I can read texts but all other text is now FAR too big I can’t see everything on screen. Why have you increased text size in everything other than texts? Makes no sense.","software_update_problem",3,"@668048 This is a great subject for feedback. The best place to leave that to make sure it's seen by the right people is here: https://t.co/eTPVYVFyd8","","pending","",""
"gold_135","1579815","conv_AppleSupport_1579815","@AppleSupport 🗣I am tired of seeing boxes ,with a question mark in the middle , where words are supposed to be. Fix this 💩 NOW !!","<USER> 🗣I am tired of seeing boxes ,with a question mark in the middle , where words are supposed to be. Fix this 💩 NOW !!","keyboard_typing_issue",0,"@486442 We'd be happy to help with this. Could you please confirm exactly what text seems to be being replaced with a question mark?","","pending","",""
"gold_136","154429","conv_AppleSupport_154429","@AppleSupport I ran a 5K yesterday and didn’t get my achievement award https://t.co/0I4d2SCw3Q","<USER> I ran a 5K yesterday and didn’t get my achievement award <URL>","general_device_support",7,"@151388 Hey there! Congratulations on the achievement. You will earn the award within 9 days of completing the Activity Challenge.","","pending","",""
"gold_137","2125116","conv_AppleSupport_2125116","Ok so face recognition isn't always working AND.... maybe something going on with the display.  @115858 here I come !","Ok so face recognition isn't always working AND.... maybe something going on with the display. <USER> here I come !","display_touch_issue",5,"@116839 We'd like to help! Send us a DM to proceed. https://t.co/GDrqU22YpT","","pending","",""
"gold_138","2522483","conv_AppleSupport_2522483","Hey @115858 can you guys fix Maps. Half the screen becomes useless while horizontal.","Hey <USER> can you guys fix Maps. Half the screen becomes useless while horizontal.","display_touch_issue",5,"@718397 That is not expected. We'd like to help. First, what kind of device are you using?","","pending","",""
"gold_139","1925602","conv_AppleSupport_1925602","@AppleSupport I am having issues with random shutdowns and freezing screen on my iPhone 8 Plus","<USER> I am having issues with random shutdowns and freezing screen on my iPhone 8 Plus","display_touch_issue",2,"@573144 We'd like to see how we can help. Send us a DM and let us know which iOS version you're running. We'll start there. https://t.co/GDrqU22YpT","","pending","",""
"gold_140","682008","conv_AppleSupport_682008","Looks like its a common problem with the @115858 High Sierra download as there are a number of pics posted on the web. 
This is the same error message which I got today.
It doesn't allow you to quit download unless you know your way around computers. Needs fixing asap @116333 https://t.co/PIbCxNlyoc","Looks like its a common problem with the <USER> High Sierra download as there are a number of pics posted on the web. This is the same error message which I got today. It doesn't allow you to quit download unless you know your way around computers. Needs fixing asap <USER> <URL>","mac_software_issue",5,"@282757 Send us a DM and let us know if you were able to get macOS High Sierra installed. We'll do our best to assist. https://t.co/GDrqU22YpT","","pending","",""
"gold_141","2837109","conv_AppleSupport_2837109","@AppleSupport please fix “I.T” I just wanna type a normal i and t 🤦🏾‍♀️","<USER> please fix “I.T” I just wanna type a normal i and t 🤦🏾‍♀️","keyboard_typing_issue",0,"@789643 We'd like to help out. How long have you been experiencing this? What's the version of iOS you're currently running?","","pending","",""
"gold_142","257724","conv_AppleSupport_257724","@AppleSupport I desperately try to re - login on my @115948 account but cannot get in - what’s up?!? #applemusic #fail","<USER> I desperately try to re - login on my <USER> account but cannot get in - what’s up?!? #applemusic #fail","account_access_issue",5,"@177306 We're happy to help with your Apple Music. What happens when you try to log in? Do you get an error message?","","pending","",""
"gold_143","2547154","conv_AppleSupport_2547154","New iPhone X arrived today. Within an hour the screen became totally unresponsive. Multiple restores did nothing... #iPhoneXScreenFail @AppleSupport","New iPhone X arrived today. Within an hour the screen became totally unresponsive. Multiple restores did nothing... #iPhoneXScreenFail <USER>","display_touch_issue",2,"@422691 Send us a DM. Let's see if we can get this running with you. https://t.co/GDrqU22YpT","","pending","",""
"gold_144","344131","conv_AppleSupport_344131","Whenever I log into @127550 on Safari, here's what I get: A blank screen. 
@AppleSupport https://t.co/ocpYFMNu4R","Whenever I log into <USER> on Safari, here's what I get: A blank screen. <USER> <URL>","display_touch_issue",5,"@120122 We can look into this with you. Which Apple device are you using? Are you only having trouble with the one website?","","pending","",""
"gold_145","2376104","conv_AppleSupport_2376104","@AppleSupport MY PHONE ISN’T LETTING ME ACCESS MY EMAIL AND I KEEP PUTTING THE CORRECT PASSWORD AND USERNAME THAT IT’S ALWAYS BEEN HELP PLS","<USER> MY PHONE ISN’T LETTING ME ACCESS MY EMAIL AND I KEEP PUTTING THE CORRECT PASSWORD AND USERNAME THAT IT’S ALWAYS BEEN HELP PLS","account_access_issue",2,"@685362 We want you to be able to access your email. Where are you entering the username and password? Let us know in DM. https://t.co/GDrqU22YpT","","pending","",""
