conversation_id,tweet_id,original_text,normalized_text,cluster_id
conv_AppleSupport_2255379,2255379,@AppleSupport have been facing the problem in the attached screenshot related to location service only after ios 11 update. https://t.co/iOHfNjuMgI,<USER> have been facing the problem in the attached screenshot related to location service only after ios 11 update. <URL>,3
conv_AppleSupport_2621253,2621253,"Dear @115858 the new iOS update is so wack tbh, it feels so shaky, like literally. I like the added touch with the screenshot but I could easy give that up for the feel and ease of the old one. AND THE NEW FACETIME TONE IS HIDEOUS!!!","Dear <USER> the new iOS update is so wack tbh, it feels so shaky, like literally. I like the added touch with the screenshot but I could easy give that up for the feel and ease of the old one. AND THE NEW FACETIME TONE IS HIDEOUS!!!",3
conv_AppleSupport_2020393,2020393,Apple needs to fix this I️ shit,Apple needs to fix this I️ shit,2
conv_AppleSupport_1896315,1896315,@118721 wtf.?!! How do go from $0.00to adding a $25 gift card and get $10.03.? Really...seriously this why I'm going back to Samsung🖕🏾you🍎 https://t.co/eEQBcVHoKP,<USER> wtf.?!! How do go from $0.00to adding a $25 gift card and get $10.03.? Really...seriously this why I'm going back to Samsung🖕🏾you🍎 <URL>,7
conv_AppleSupport_894906,894906,@AppleSupport newest problem with update can’t play videos sent to me at all #crapupdate #ios11update,<USER> newest problem with update can’t play videos sent to me at all #crapupdate #ios11update,3
conv_AppleSupport_1785291,1785291,"Took my phone off charge at 7:20am.

8:03am - 60% battery remaining.

@115858 plz I beg you, sort your battery life out😩","Took my phone off charge at 7:20am. 8:03am - 60% battery remaining. <USER> plz I beg you, sort your battery life out😩",2
conv_AppleSupport_1589901,1589901,Okay @115858 send a new update these question marks are making me question my life more than I️ already have 🙄,Okay <USER> send a new update these question marks are making me question my life more than I️ already have 🙄,0
conv_AppleSupport_2285615,2285615,"@115858, there’s a bug in your calculator app","<USER>, there’s a bug in your calculator app",0
conv_AppleSupport_637450,637450,Yo @115858 so yall sending updates every week but not one of them fixes the fact that my apps continuously crashing/freezing? 🤔,Yo <USER> so yall sending updates every week but not one of them fixes the fact that my apps continuously crashing/freezing? 🤔,6
conv_AppleSupport_631832,631832,@AppleSupport just let me type “It” regular I’m not referring to that dumb ass movie,<USER> just let me type “It” regular I’m not referring to that dumb ass movie,0
conv_AppleSupport_2974422,2974422,"My perfectly good IPhone 6 slows down a little more after each software update. @115858 are you building obsolescence into each update, or am I being too cynical? You may find reliability and longevity to be a good USP for a tech company to have.","My perfectly good IPhone 6 slows down a little more after each software update. <USER> are you building obsolescence into each update, or am I being too cynical? You may find reliability and longevity to be a good USP for a tech company to have.",6
conv_AppleSupport_1887512,1887512,"Hey @115858, your latest update stinks! How about you make an update to put things back the way they were?","Hey <USER>, your latest update stinks! How about you make an update to put things back the way they were?",6
conv_AppleSupport_1590507,1590507,"Dear @115858 .
Your iOS updates/upgrades have a Chronic Battery Depleting Disease.
iOS 11.1 killed 50% battery charge of an iPad Pro in 3 hours.

What happened to Beta Testing? What happened to your Quality Assurance System (if any)?",Dear <USER> . Your iOS updates/upgrades have a Chronic Battery Depleting Disease. iOS 11.1 killed 50% battery charge of an iPad Pro in 3 hours. What happened to Beta Testing? What happened to your Quality Assurance System (if any)?,1
conv_AppleSupport_2517064,2517064,Anyone else completely unable to make phone calls on an iPhone? @115858 what’s the deal,Anyone else completely unable to make phone calls on an iPhone? <USER> what’s the deal,2
conv_AppleSupport_1762098,1762098,"Ok @AppleSupport I️ am ready for you to fix this “I️ becomes A ❓for no reason” problem now, kthx. #iphonex https://t.co/BQZSzK4Ot3","Ok <USER> I️ am ready for you to fix this “I️ becomes A ❓for no reason” problem now, kthx. #iphonex <URL>",2
conv_AppleSupport_255564,255564,@AppleSupport is there way I can use my single mouse and keyboard on multiple macs at the same time?,<USER> is there way I can use my single mouse and keyboard on multiple macs at the same time?,5
conv_AppleSupport_2060151,2060151,@115858 #iOS11 reset location services and draining battery. #testing #poorrollout,<USER> #iOS11 reset location services and draining battery. #testing #poorrollout,1
conv_AppleSupport_657197,657197,When your Macbook crashes after updating to OS High Sierra and your last update was in December 2016. #Rip #Fml @AppleSupport,When your Macbook crashes after updating to OS High Sierra and your last update was in December 2016. #Rip #Fml <USER>,5
conv_AppleSupport_1228039,1228039,"@AppleSupport genius told me to restore as new, been stuck for an hour https://t.co/9gXWiLbmFM","<USER> genius told me to restore as new, been stuck for an hour <URL>",7
conv_AppleSupport_2149129,2149129,WHERE IS THE DAMN UPDATE THIS I️ SHIT IS ANNOYING @115858,WHERE IS THE DAMN UPDATE THIS I️ SHIT IS ANNOYING <USER>,6
conv_AppleSupport_1467752,1467752,@AppleSupport my phone is having errors with certain letters. HELLO?,<USER> my phone is having errors with certain letters. HELLO?,0
conv_AppleSupport_2069799,2069799,I just witnessed my phone go from being at 70% to 20% wtf @115858,I just witnessed my phone go from being at 70% to 20% wtf <USER>,2
conv_AppleSupport_428363,428363,@AppleSupport the latest 11.0.2 update is shocking. I can’t view emails on my iPhone as it force shuts itself..,<USER> the latest 11.0.2 update is shocking. I can’t view emails on my iPhone as it force shuts itself..,3
conv_AppleSupport_1868499,1868499,"Just updated my IPhone to ios 11.0.3 and my photos are all mixed up, not on a chronological order anymore.  What should I do? @AppleSupport","Just updated my IPhone to ios 11.0.3 and my photos are all mixed up, not on a chronological order anymore. What should I do? <USER>",3
conv_AppleSupport_2945741,2945741,How do I stop these darn things from popping up? @AppleSupport https://t.co/5ar7ALOa58,How do I stop these darn things from popping up? <USER> <URL>,7
conv_AppleSupport_2360351,2360351,The iOS update killed my iPad and has my iPhone acting crazy... I’m NOT upgrading.  @115858 can kick rocks 😂,The iOS update killed my iPad and has my iPhone acting crazy... I’m NOT upgrading. <USER> can kick rocks 😂,6
conv_AppleSupport_2451717,2451717,4th gen. IPad can't work anymore 'cause my version doesn't fit current apps/can't be updated. Planned obsolescence? Illegal in France @115858 https://t.co/LHwfiP25Dp,4th gen. IPad can't work anymore 'cause my version doesn't fit current apps/can't be updated. Planned obsolescence? Illegal in France <USER> <URL>,4
conv_AppleSupport_2802438,2802438,@AppleSupport https://t.co/MR73G6AZbj,<USER> <URL>,7
conv_AppleSupport_1544477,1544477,Y’all employees in Brandon are HORRIBLE @115858,Y’all employees in Brandon are HORRIBLE <USER>,7
conv_AppleSupport_506542,506542,@AppleSupport i want my phones to stop sharing phone calls. This never happened until your most recent update,<USER> i want my phones to stop sharing phone calls. This never happened until your most recent update,2
conv_AppleSupport_2299662,2299662,"@AppleSupport para qué, después de restaurar desde un backup, volvéis a descargar las apps ? Si ya están en el backup. Mi iPhone 8 no acaba!","<USER> para qué, después de restaurar desde un backup, volvéis a descargar las apps ? Si ya están en el backup. Mi iPhone 8 no acaba!",4
conv_AppleSupport_1455373,1455373,APPLE YALL NEED TO FIX THIS DAMN BUG ON EVERYBODY PHONE CAUSE WE CANT EVEN TEXT THE DAMN LETTER “ I” &amp; ITS PISSING ME OFF @115858,APPLE YALL NEED TO FIX THIS DAMN BUG ON EVERYBODY PHONE CAUSE WE CANT EVEN TEXT THE DAMN LETTER “ I” &amp; ITS PISSING ME OFF <USER>,2
conv_AppleSupport_1167543,1167543,"does anyone know how to change the text messages from private to normal, where you can read the text from the lock screen??? @AppleSupport","does anyone know how to change the text messages from private to normal, where you can read the text from the lock screen??? <USER>",5
conv_AppleSupport_428712,428712,Has anyone else experienced this problem? #iOS11 renders gray images distorted or places a wrong image @115858 #Cordova v7.0.1 #iOS https://t.co/TYNhfCGUI1,Has anyone else experienced this problem? #iOS11 renders gray images distorted or places a wrong image <USER> #Cordova v7.0.1 #iOS <URL>,3
conv_AppleSupport_2692810,2692810,@AppleSupport why would the home button and touch id suddenly stop working?,<USER> why would the home button and touch id suddenly stop working?,5
conv_AppleSupport_2044886,2044886,@115858 my phone drains fast and takes forever to charge since update. apps I wanna use aren’t #compatable now. thanks @AppleSupport,<USER> my phone drains fast and takes forever to charge since update. apps I wanna use aren’t #compatable now. thanks <USER>,6
conv_AppleSupport_922745,922745,Love Myself. Love Yourself. @118845 #1of1 https://t.co/zUKQLxBWdt,Love Myself. Love Yourself. <USER> #1of1 <URL>,7
conv_AppleSupport_92552,92552,@115858 when will the A ? Box crap go away so that id use the I’d honestly,<USER> when will the A ? Box crap go away so that id use the I’d honestly,0
conv_AppleSupport_747790,747790,it’s been a month @115858 why is ios11 still so buggy???,it’s been a month <USER> why is ios11 still so buggy???,3
conv_AppleSupport_2594427,2594427,"@115858 imagine paying $2000 for a phone. Waiting weeks to get it, and can’t even sign into it to make it work. So annoyed.","<USER> imagine paying $2000 for a phone. Waiting weeks to get it, and can’t even sign into it to make it work. So annoyed.",2
conv_AppleSupport_1683422,1683422,"Dear @AppleSupport I’m really tired of the camera turning Live, Flash and HDR on after I keep turning them off. Please fix this.","Dear <USER> I’m really tired of the camera turning Live, Flash and HDR on after I keep turning them off. Please fix this.",5
conv_AppleSupport_1891721,1891721,@115858 why is this my new locked screen? Annoying. #ios  #ios11update #ios11 https://t.co/JB06P2htga,<USER> why is this my new locked screen? Annoying. #ios #ios11update #ios11 <URL>,3
conv_AppleSupport_1172240,1172240,ALSO @115858 — this update is DRAINING my phone.,ALSO <USER> — this update is DRAINING my phone.,6
conv_AppleSupport_2212740,2212740,The new @115858 update for iPhone be all I️ think I️ see a I️ glitch @AppleSupport,The new <USER> update for iPhone be all I️ think I️ see a I️ glitch <USER>,6
conv_AppleSupport_1058943,1058943,"Hey @115858 — the new iOS has made my iphone slow, sluggish and really crappy. 👎🏽","Hey <USER> — the new iOS has made my iphone slow, sluggish and really crappy. 👎🏽",1
conv_AppleSupport_549652,549652,Argh! Whats a @25089 #fanboy to do when his @115858 #iphone with the failed iOS 11.1.2 means I have to dial my phone's date settings back 5 days to get my phone to stop crashing #NoFriendsOnZwift #RaceFinished5DaysAgo,Argh! Whats a <USER> #fanboy to do when his <USER> #iphone with the failed iOS 11.1.2 means I have to dial my phone's date settings back 5 days to get my phone to stop crashing #NoFriendsOnZwift #RaceFinished5DaysAgo,3
conv_AppleSupport_306634,306634,"Hey @115858, which software update is going to fix this glitch where my phone held vertically displays horizontally🤷‍♀️ https://t.co/g3y3NbHmJi","Hey <USER>, which software update is going to fix this glitch where my phone held vertically displays horizontally🤷‍♀️ <URL>",6
conv_AppleSupport_2776043,2776043,"@AppleSupport Hi Apple, is there a way to update your iOS without updating to the latest version as a corporate user, we do not want iOS11 on the devices yet but we need to run an update for some devices to iOS10 to allow app compatibility and management functionality","<USER> Hi Apple, is there a way to update your iOS without updating to the latest version as a corporate user, we do not want iOS11 on the devices yet but we need to run an update for some devices to iOS10 to allow app compatibility and management functionality",3
conv_AppleSupport_745125,745125,This IOS 11 update freaking sucks. My phone has been glitching so damn much. Get it together!  @115858,This IOS 11 update freaking sucks. My phone has been glitching so damn much. Get it together! <USER>,3
conv_AppleSupport_2362973,2362973,I️ hope everyone on #CentralAmericanTwitter has a wonderful day.,I️ hope everyone on #CentralAmericanTwitter has a wonderful day.,4
conv_AppleSupport_549665,549665,So disheartening that my Apple Watch's microphone has broken TWICE and @115858 refuses to replace it. Have I done something wrong by by purchasing only @115858 products for over 20 years? I'm losing faith... 😢@AppleSupport,So disheartening that my Apple Watch's microphone has broken TWICE and <USER> refuses to replace it. Have I done something wrong by by purchasing only <USER> products for over 20 years? I'm losing faith... 😢<USER>,4
conv_AppleSupport_2059893,2059893,@115858 @AppleSupport Since the iOS update my iPhone decided to only work part time! What have you done! 1% loss per minute!! https://t.co/n8C2PO9WSA,<USER> <USER> Since the iOS update my iPhone decided to only work part time! What have you done! 1% loss per minute!! <URL>,1
conv_AppleSupport_325895,325895,@AppleSupport hey when I record a video the sound can’t playback. but it works fine when I use Siri. https://t.co/xmFWpTmUur,<USER> hey when I record a video the sound can’t playback. but it works fine when I use Siri. <URL>,5
conv_AppleSupport_1748792,1748792,"@AppleSupport phone has not been the same since, mmm is that to make people then upgrade","<USER> phone has not been the same since, mmm is that to make people then upgrade",6
conv_AppleSupport_1533040,1533040,you’d think pre ordering an iphone means you get it the day it gets released... @115858 sorry your shit out pls :),you’d think pre ordering an iphone means you get it the day it gets released... <USER> sorry your shit out pls :),4
conv_AppleSupport_337446,337446,"@AppleSupport @115858 iOS 11.0.2 drains battery, + iCal takes ~ONE MINUTE to open and then a good 30 seconds to react to touch!!! #iOSgarbage","<USER> <USER> iOS 11.0.2 drains battery, + iCal takes ~ONE MINUTE to open and then a good 30 seconds to react to touch!!! #iOSgarbage",1
conv_AppleSupport_1599099,1599099,@115858 y’all got my phone on some trash ever since this update it’s acting possessed af.....,<USER> y’all got my phone on some trash ever since this update it’s acting possessed af.....,6
conv_AppleSupport_1392074,1392074,why does my phone keep deleting my music? 😤😒😒😒😒😒😒😒 WTF @AppleSupport,why does my phone keep deleting my music? 😤😒😒😒😒😒😒😒 WTF <USER>,2
conv_AppleSupport_339171,339171,"Why can’t I pull up the control panel, tap the music, and the app open? Why y’all change it? @AppleSupport","Why can’t I pull up the control panel, tap the music, and the app open? Why y’all change it? <USER>",5
conv_AppleSupport_722028,722028,@115858 dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,<USER> dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,5
conv_AppleSupport_1543346,1543346,"@applesupport I can't activate my iPhoneX - ""because the activation server is temporarily unavailable"" What's going on?","<USER> I can't activate my iPhoneX - ""because the activation server is temporarily unavailable"" What's going on?",2
conv_AppleSupport_518343,518343,"This new iOS has to be the buggiest iteration yet. I waited to upgrade and figured @115858 would get their act together. Boy, was I wrong.","This new iOS has to be the buggiest iteration yet. I waited to upgrade and figured <USER> would get their act together. Boy, was I wrong.",3
conv_AppleSupport_334972,334972,"@AppleSupport I'm unable to update my iPhone, the update downloads &amp; when I click install it verifies but then says it's unable to download? https://t.co/dDsXPFDjZ6","<USER> I'm unable to update my iPhone, the update downloads &amp; when I click install it verifies but then says it's unable to download? <URL>",6
conv_AppleSupport_1360118,1360118,"Dear @AppleSupport, ppl see #NoCallerID even though it’s turned on. Turning it off-on again/reboot doesn’t help. Please advise. 5S 11.0.3.","Dear <USER>, ppl see #NoCallerID even though it’s turned on. Turning it off-on again/reboot doesn’t help. Please advise. 5S 11.0.3.",2
conv_AppleSupport_1738873,1738873,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 @AppleSupport,THE WAY MY PHONE BEEN FREEZING UP SINCE I UPDATED IT 🙄 <USER>,6
conv_AppleSupport_1082613,1082613,Hey @118721 @AppleSupport why yes I did purchase @316629‘s album now give it to me damnit! Why isn’t it downloading or downloaded?!? https://t.co/pZNjn4QK1h,Hey <USER> <USER> why yes I did purchase <USER>‘s album now give it to me damnit! Why isn’t it downloading or downloaded?!? <URL>,4
conv_AppleSupport_2873402,2873402,Can you fix all these issues with the letter “eye”. Now this “I.T” is happening when you type the word “it”. Fix your shit @AppleSupport,Can you fix all these issues with the letter “eye”. Now this “I.T” is happening when you type the word “it”. Fix your shit <USER>,0
conv_AppleSupport_753026,753026,"My phonescreen falls of wtf?
@115858",My phonescreen falls of wtf? <USER>,2
conv_AppleSupport_1790731,1790731,"@115858 's iOS 11 update made my iPhone 7 pretty much unusable. Slow apps, slow content loading, iCloud images are not loading.","<USER> 's iOS 11 update made my iPhone 7 pretty much unusable. Slow apps, slow content loading, iCloud images are not loading.",3
conv_AppleSupport_411911,411911,@115858 bugs for messages need to be fixed. 😭,<USER> bugs for messages need to be fixed. 😭,0
conv_AppleSupport_593544,593544,@AppleSupport Apple..Phone is The Best but just lacking one feature which is really very usefull please please add it asap..The Delivery Report Feature for Text Messages to non apple users,<USER> Apple..Phone is The Best but just lacking one feature which is really very usefull please please add it asap..The Delivery Report Feature for Text Messages to non apple users,4
conv_AppleSupport_1626560,1626560,@115858 @AppleSupport fix this ‘i’ glitch NOWWWW https://t.co/CwF8JRtLkb,<USER> <USER> fix this ‘i’ glitch NOWWWW <URL>,7
conv_AppleSupport_34653,34653,Alguém sentiu um consumo maior com o novo IOS ou a @AppleSupport está de sacanagem comigo???,Alguém sentiu um consumo maior com o novo IOS ou a <USER> está de sacanagem comigo???,4
conv_AppleSupport_2095374,2095374,"Dear @115858, stop the fucking unnecessary updates. Each one makes my 7 fuck up more. Now my alarm doesn’t sound. Just fucking stop!!!!!","Dear <USER>, stop the fucking unnecessary updates. Each one makes my 7 fuck up more. Now my alarm doesn’t sound. Just fucking stop!!!!!",6
conv_AppleSupport_643251,643251,My iphone 6 just keeps restarting randomly after Ios update #iosissues @AppleSupport,My iphone 6 just keeps restarting randomly after Ios update #iosissues <USER>,6
conv_AppleSupport_2293581,2293581,@115858 your #ios1111 is broken. https://t.co/LcNV5gZAVP,<USER> your #ios1111 is broken. <URL>,3
conv_AppleSupport_2692805,2692805,@115858 @AppleSupport You need to stop making our phones kill themselves whenever theres a new IPhone out. I just my IPhone 6s in march and it was working perfectly until the iphone X came out. It started doing some shi* that it has never done before.,<USER> <USER> You need to stop making our phones kill themselves whenever theres a new IPhone out. I just my IPhone 6s in march and it was working perfectly until the iphone X came out. It started doing some shi* that it has never done before.,2
conv_AppleSupport_2152154,2152154,@115858 u tellin me that if u turn off your device and it’s on the charger it doesn’t charge anymore 😭🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ i have been charging my ipad for 2 hours and i turned it off at 30 % JUST turned it back on and it’s at 37 😭,<USER> u tellin me that if u turn off your device and it’s on the charger it doesn’t charge anymore 😭🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ i have been charging my ipad for 2 hours and i turned it off at 30 % JUST turned it back on and it’s at 37 😭,1
conv_AppleSupport_235833,235833,"@115858 since I’ve updated to IOS 11 battery life is shocking and phone is very slow, downloaded ring tones no longer work!! 11.0.2 no better","<USER> since I’ve updated to IOS 11 battery life is shocking and phone is very slow, downloaded ring tones no longer work!! 11.0.2 no better",1
conv_AppleSupport_2019584,2019584,Why tf am I not able to text or type “I” with this new IOS @115858,Why tf am I not able to text or type “I” with this new IOS <USER>,0
conv_AppleSupport_770100,770100,"Hey @AppleSupport, can you let the dev team know that the bug reporter isn’t loading on the web? Getting blank screens in Chrome and Safari.","Hey <USER>, can you let the dev team know that the bug reporter isn’t loading on the web? Getting blank screens in Chrome and Safari.",5
conv_AppleSupport_1160523,1160523,@AppleSupport I need help with my iCloud Photo Library,<USER> I need help with my iCloud Photo Library,4
conv_AppleSupport_1698454,1698454,I’m also now getting the I️ error. Only started when I️ sent a message in FB messenger? Is there a bug/virus? @AppleSupport,I’m also now getting the I️ error. Only started when I️ sent a message in FB messenger? Is there a bug/virus? <USER>,5
conv_AppleSupport_1995534,1995534,I️ miss The Civil Wars,I️ miss The Civil Wars,5
conv_AppleSupport_2106424,2106424,@AppleSupport can’t update even though I’m CLEARLY connected to the internet. Are your update servers down? https://t.co/BSuTxJeeND,<USER> can’t update even though I’m CLEARLY connected to the internet. Are your update servers down? <URL>,6
conv_AppleSupport_2013897,2013897,@AppleSupport i have an itunes balance of $15 but every time i try to purchase something it cancels the order &amp; asks for a credit card??,<USER> i have an itunes balance of $15 but every time i try to purchase something it cancels the order &amp; asks for a credit card??,4
conv_AppleSupport_1211806,1211806,"No apps in new iTunes, and iOS App Store did away with wishlists. @115858, are you telling me you don’t want me to buy apps anymore? WTH?","No apps in new iTunes, and iOS App Store did away with wishlists. <USER>, are you telling me you don’t want me to buy apps anymore? WTH?",4
conv_AppleSupport_1278164,1278164,My iPhone 6s keeps loosing cell phone signal and I have to restart my phone every time. Is this a @115725 or @115858 issue? #apple #verizon,My iPhone 6s keeps loosing cell phone signal and I have to restart my phone every time. Is this a <USER> or <USER> issue? #apple #verizon,2
conv_AppleSupport_2154593,2154593,@115858 soooo what’s going on with the lowercase I’s man?? Fix that shit,<USER> soooo what’s going on with the lowercase I’s man?? Fix that shit,0
conv_AppleSupport_1141015,1141015,@AppleSupport my App Store isn’t working and won’t download new apps or updates. Constant circle as below... can you help please? https://t.co/C7ZeyCP84h,<USER> my App Store isn’t working and won’t download new apps or updates. Constant circle as below... can you help please? <URL>,6
conv_AppleSupport_1872122,1872122,@AppleSupport I took my MacBook to a apple store to get updated and whatever they put on my computer crashed it and they’re not helping me!,<USER> I took my MacBook to a apple store to get updated and whatever they put on my computer crashed it and they’re not helping me!,5
conv_AppleSupport_2280591,2280591,So y’all really not gonna fix this shit @115858 ????? Cause I️ need to know,So y’all really not gonna fix this shit <USER> ????? Cause I️ need to know,0
conv_AppleSupport_813366,813366,I’ve done all of the battery-saving hacks and iOS 11 STILL keeps draining my phone 😒 hope @AppleSupport releases another update soon,I’ve done all of the battery-saving hacks and iOS 11 STILL keeps draining my phone 😒 hope <USER> releases another update soon,1
conv_AppleSupport_11126,11126,"@115858, your new iOS 11.1 not resolve the calendar problem. 😡#iOS11 #iosfail","<USER>, your new iOS 11.1 not resolve the calendar problem. 😡#iOS11 #iosfail",3
conv_AppleSupport_2010486,2010486,FIX THIS GODDAMN GLITCH IM SEEING THIS BULLSHIT EVERYWHERE NOW @AppleSupport,FIX THIS GODDAMN GLITCH IM SEEING THIS BULLSHIT EVERYWHERE NOW <USER>,0
conv_AppleSupport_1716612,1716612,I️ can’t even send a fucking email because of those stupid boxes .... @115858 y’all kidding right,I️ can’t even send a fucking email because of those stupid boxes .... <USER> y’all kidding right,0
conv_AppleSupport_2731255,2731255,@115858 @AppleSupport my iPhone 7 still rings when I have it on silent. Why is this happening this phone is only three months old.,<USER> <USER> my iPhone 7 still rings when I have it on silent. Why is this happening this phone is only three months old.,2
conv_AppleSupport_2780689,2780689,"@115858 @AppleSupport #IOS11_update #iphone_update after the new update been done for my iphone7 plus, phone won't start tried many time to reboot issue still exists, really disappointed, this not the first time, another iphone for my Mom got dump, i really become to hate IOS","<USER> <USER> #IOS11_update #iphone_update after the new update been done for my iphone7 plus, phone won't start tried many time to reboot issue still exists, really disappointed, this not the first time, another iphone for my Mom got dump, i really become to hate IOS",3
conv_AppleSupport_2375296,2375296,@115858 i️ didn’t get ios 11.1 (or whatever) but this is still happening????? https://t.co/LVIikBt6he,<USER> i️ didn’t get ios 11.1 (or whatever) but this is still happening????? <URL>,3
conv_AppleSupport_2010286,2010286,I think @115858 needs to fix this letter glitch on the keyboard with that new update,I think <USER> needs to fix this letter glitch on the keyboard with that new update,0
conv_AppleSupport_1684491,1684491,@AppleSupport I lost my photos of last 8 months because my iphone told me that I entered wrong passcode. The same code worked 10 mins earlie,<USER> I lost my photos of last 8 months because my iphone told me that I entered wrong passcode. The same code worked 10 mins earlie,4
conv_AppleSupport_941476,941476,"@AppleSupport my daughter's new-ish iphone 6s's battery is terrible, can we do some diagnostics on it?","<USER> my daughter's new-ish iphone 6s's battery is terrible, can we do some diagnostics on it?",1
conv_AppleSupport_234975,234975,This happened to me yesterday. @AppleSupport get on this stat! https://t.co/RJ7a04MehP,This happened to me yesterday. <USER> get on this stat! <URL>,7
conv_AppleSupport_33414,33414,"@AppleSupport 

Why does this I️ pop up when I type “I”?",<USER> Why does this I️ pop up when I type “I”?,0
conv_AppleSupport_1643269,1643269,"@AppleSupport hi, can u pls explain how I can cancel this subscription and arrange a refund as I was not aware of having subscribed to this? https://t.co/7hOkKbyyaG","<USER> hi, can u pls explain how I can cancel this subscription and arrange a refund as I was not aware of having subscribed to this? <URL>",4
conv_AppleSupport_2910484,2910484,@AppleSupport got this email. Didn’t fall for it though. I learnt my lesson the last time. https://t.co/53YrpF1mdt,<USER> got this email. Didn’t fall for it though. I learnt my lesson the last time. <URL>,7
conv_AppleSupport_365698,365698,Hey @AppleSupport thanks for forcing me to update my phone then have it crash every 6 seconds 👍🏻,Hey <USER> thanks for forcing me to update my phone then have it crash every 6 seconds 👍🏻,6
conv_AppleSupport_2113864,2113864,@AppleSupport iMessage app keeps crashing. iPhone will not install an update OTA or on ITunes so don't suggest that to me.,<USER> iMessage app keeps crashing. iPhone will not install an update OTA or on ITunes so don't suggest that to me.,3
conv_AppleSupport_1412596,1412596,@AppleSupport my MacBook Pro has the rainbow spinning wheel and it will not allow me to restart it 😔,<USER> my MacBook Pro has the rainbow spinning wheel and it will not allow me to restart it 😔,5
conv_AppleSupport_2731282,2731282,"@115858 Why do you tell me to connect to iTunes, after my iPhone was disabled but won't allow me to connect to is as I can't enter the password - obviously, because the iPhone is disabled?","<USER> Why do you tell me to connect to iTunes, after my iPhone was disabled but won't allow me to connect to is as I can't enter the password - obviously, because the iPhone is disabled?",4
conv_AppleSupport_457237,457237,"@AppleSupport What's going on Apple, I've spent all night trying to set up my new iphone and your AppleID has totally messed up. Fed up and possibly not having a phone tomorrow","<USER> What's going on Apple, I've spent all night trying to set up my new iphone and your AppleID has totally messed up. Fed up and possibly not having a phone tomorrow",2
conv_AppleSupport_2770773,2770773,"@AppleSupport hi, my friend’s iPhone was stolen 2 months ago. She has recovered her iCloud account into her new iPhone, but unfortunately her account still in her previous device (it means the thief didn’t sign it out/ can’t use it). —1","<USER> hi, my friend’s iPhone was stolen 2 months ago. She has recovered her iCloud account into her new iPhone, but unfortunately her account still in her previous device (it means the thief didn’t sign it out/ can’t use it). —1",4
conv_AppleSupport_2488704,2488704,@115858 @AppleSupport can you fix the “I️” glitch already,<USER> <USER> can you fix the “I️” glitch already,0
conv_AppleSupport_1499983,1499983,"@115858 can we in future see all of our devices power in the charging area. Like my Apple Watch, iPad and Apple Pencil on my iPhone?","<USER> can we in future see all of our devices power in the charging area. Like my Apple Watch, iPad and Apple Pencil on my iPhone?",4
conv_AppleSupport_2452197,2452197,Why the fuck would you make your  music app available for Android if it never works correct @115948 @AppleSupport,Why the fuck would you make your music app available for Android if it never works correct <USER> <USER>,5
conv_AppleSupport_2051354,2051354,"@AppleSupport fix whatever you need quick, i've to turn my phone on and off each time i wanna make a call. this update has ruined me.","<USER> fix whatever you need quick, i've to turn my phone on and off each time i wanna make a call. this update has ruined me.",6
conv_AppleSupport_370112,370112,Alright @115858 people get it together &amp; stop changing ‘i’ to some weird shit. I’m over it.,Alright <USER> people get it together &amp; stop changing ‘i’ to some weird shit. I’m over it.,0
conv_AppleSupport_1735966,1735966,@115858 @AppleSupport PLEASE MAKE IT STOP https://t.co/GTLm8zKmoT,<USER> <USER> PLEASE MAKE IT STOP <URL>,7
conv_AppleSupport_858892,858892,"Seriously you should improve the background color to see day or night, instead of being all black. It should be like MacOS @AppleSupport https://t.co/m0X3lVDaQt","Seriously you should improve the background color to see day or night, instead of being all black. It should be like MacOS <USER> <URL>",5
conv_AppleSupport_2970217,2970217,My iPhone has been slow as shit ever since the new phones came out thanks so much @115858 !!!!!!!!,My iPhone has been slow as shit ever since the new phones came out thanks so much <USER> !!!!!!!!,1
conv_AppleSupport_2261508,2261508,"@AppleSupport Why does my phone die at 70%? Ever since the new updates/phones came out, my phone has been acting up.","<USER> Why does my phone die at 70%? Ever since the new updates/phones came out, my phone has been acting up.",2
conv_AppleSupport_2831810,2831810,So why am I️ still seeing ! and a boxed”?” After I️ updated my phone🤔,So why am I️ still seeing ! and a boxed”?” After I️ updated my phone🤔,0
conv_AppleSupport_1241806,1241806,Am I still allowed to complain about @115858 ios11? My phone app decided to play hide n seek today. @125607 android come at me. https://t.co/wt7sO5T5kh,Am I still allowed to complain about <USER> ios11? My phone app decided to play hide n seek today. <USER> android come at me. <URL>,3
conv_AppleSupport_2130325,2130325,"Dear @AppleSupport. Is there any movement on the ""I"" error? Please help. Thanks.","Dear <USER>. Is there any movement on the ""I"" error? Please help. Thanks.",0
